TITLE	ACcitrico
DATA TYPE	INFRARED SPECTRUM
ORIGIN	JASCO
OWNER	
DATE	24/11/05
TIME	11:57:49
SPECTROMETER/DATA SYSTEM	
LOCALE	3082
RESOLUTION	
DELTAX	0,964233
XUNITS	1/CM
YUNITS	TRANSMITTANCE
FIRSTX	  399,1927
LASTX	 4000,6047
NPOINTS	    3736
FIRSTY	    83,31934
MAXY	   103,34169
MINY	    69,06387
XYDATA
854,3109	93,6377
855,2751	93,6057
856,2393	93,5558
857,2036	93,4753
858,1678	93,3642
859,1320	93,2333
860,0963	93,0972
861,0605	92,965
862,0247	92,835
862,9890	92,6945
863,9532	92,5247
864,9174	92,3087
865,8817	92,0377
866,8459	91,7133
867,8101	91,345
868,7744	90,9438
869,7386	90,5171
870,7028	90,0682
871,6671	89,5997
872,6313	89,1194
873,5955	88,6418
874,5598	88,183
875,5240	87,7529
876,4882	87,3503
877,4525	86,9692
878,4167	86,6143
879,3809	86,3173
880,3452	86,1408
881,3094	86,164
882,2736	86,4527
883,2379	87,0297
884,2021	87,8582
885,1663	88,8494
886,1306	89,8875
887,0948	90,863
888,0590	91,698
889,0233	92,3558
889,9875	92,8352
890,9517	93,1542
891,9160	93,3356
892,8802	93,3973
893,8444	93,3507
894,8087	93,2
895,7729	92,9401
896,7371	92,553
897,7014	92,0096
898,6656	91,2863
899,6298	90,3942
900,5941	89,4093
901,5583	88,4819
902,5225	87,8072
903,4868	87,5625
904,4510	87,8354
905,4152	88,5804
906,3795	89,6303
907,3437	90,7564
908,3079	91,7503
909,2722	92,4858
910,2364	92,9369
911,2006	93,1512
912,1649	93,2042
913,1291	93,1589
914,0933	93,0497
915,0576	92,887
916,0218	92,672
916,9860	92,4084
917,9503	92,1058
918,9145	91,7759
919,8787	91,4274
920,8430	91,0632
921,8072	90,6821
922,7714	90,2826
923,7357	89,8655
924,6999	89,4323
925,6641	88,9795
926,6284	88,4947
927,5926	87,9594
928,5568	87,3622
929,5211	86,7158
930,4853	86,0683
931,4495	85,4958
932,4138	85,0775
933,3780	84,8631
934,3422	84,8499
935,3065	84,983
936,2707	85,1783
937,2349	85,3554
938,1992	85,4651
939,1634	85,4986
940,1276	85,4797
941,0919	85,4478
942,0561	85,4425
943,0203	85,4952
943,9846	85,6268
944,9488	85,8482
945,9130	86,1606
946,8773	86,5556
947,8415	87,0153
948,8057	87,5158
949,7700	88,0311
950,7342	88,5379
951,6984	89,0186
952,6627	89,4617
953,6269	89,8605
954,5911	90,2125
955,5554	90,5176
956,5196	90,7787
957,4838	91,0005
958,4481	91,1883
959,4123	91,3457
960,3765	91,4729
961,3408	91,5676
962,3050	91,6271
963,2692	91,6513
964,2335	91,6454
965,1977	91,6193
966,1619	91,5856
967,1262	91,5562
968,0904	91,541
969,0546	91,547
970,0189	91,5791
970,9831	91,6402
971,9473	91,7316
972,9116	91,8526
973,8758	92,0014
974,8400	92,1758
975,8043	92,3735
976,7685	92,5916
977,7327	92,8255
978,6970	93,0687
979,6612	93,3144
980,6254	93,5572
981,5897	93,7945
982,5539	94,0249
983,5181	94,2457
984,4824	94,4507
985,4466	94,6327
986,4108	94,7877
987,3751	94,9185
988,3393	95,0348
989,3035	95,1479
990,2678	95,2643
991,2320	95,3824
992,1962	95,495
993,1605	95,5941
994,1247	95,6762
995,0889	95,7421
996,0532	95,7947
997,0174	95,8355
997,9816	95,8639
998,9459	95,8797
999,9101	95,8851
1000,8743	95,8849
1001,8386	95,8843
1002,8028	95,8861
1003,7670	95,8899
1004,7313	95,8927
1005,6955	95,8899
1006,6597	95,8771
1007,6240	95,8503
1008,5882	95,8086
1009,5524	95,755
1010,5167	95,6973
1011,4809	95,6454
1012,4451	95,6061
1013,4094	95,5798
1014,3736	95,5591
1015,3378	95,5328
1016,3021	95,4913
1017,2663	95,43
1018,2305	95,3493
1019,1948	95,2529
1020,1590	95,1452
1021,1232	95,0308
1022,0875	94,914
1023,0517	94,7989
1024,0160	94,6879
1024,9802	94,5807
1025,9445	94,4747
1026,9087	94,3662
1027,8729	94,2521
1028,8372	94,1301
1029,8014	93,998
1030,7656	93,8528
1031,7299	93,6911
1032,6941	93,5106
1033,6583	93,3112
1034,6226	93,0952
1035,5868	92,8658
1036,5510	92,6239
1037,5153	92,3669
1038,4795	92,0888
1039,4437	91,782
1040,4080	91,4392
1041,3722	91,0558
1042,3364	90,6309
1043,3007	90,1678
1044,2649	89,6754
1045,2291	89,1686
1046,1934	88,668
1047,1576	88,1982
1048,1218	87,7841
1049,0861	87,4467
1050,0503	87,1994
1051,0145	87,0479
1051,9788	86,992
1052,9430	87,0293
1053,9072	87,1576
1054,8715	87,374
1055,8357	87,6728
1056,7999	88,0413
1057,7642	88,459
1058,7284	88,8993
1059,6926	89,3351
1060,6569	89,7436
1061,6211	90,1099
1062,5853	90,427
1063,5496	90,6928
1064,5138	90,9069
1065,4780	91,0674
1066,4423	91,1698
1067,4065	91,2073
1068,3707	91,1734
1069,3350	91,063
1070,2992	90,8738
1071,2634	90,6047
1072,2277	90,2526
1073,1919	89,8096
1074,1561	89,2605
1075,1204	88,5885
1076,0846	87,7879
1077,0488	86,8836
1078,0131	85,9472
1078,9773	85,099
1079,9415	84,4861
1080,9058	84,2403
1081,8700	84,4303
1082,8342	85,0321
1083,7985	85,9311
1084,7627	86,9595
1085,7269	87,9491
1086,6912	88,7771
1087,6554	89,3869
1088,6196	89,7799
1089,5839	89,9912
1090,5481	90,0644
1091,5123	90,0366
1092,4766	89,935
1093,4408	89,7794
1094,4050	89,5844
1095,3693	89,3602
1096,3335	89,113
1097,2977	88,8477
1098,2620	88,5705
1099,2262	88,2902
1100,1904	88,0144
1101,1547	87,7449
1102,1189	87,474
1103,0831	87,1883
1104,0474	86,8751
1105,0116	86,5299
1105,9758	86,1582
1106,9401	85,7716
1107,9043	85,3804
1108,8685	84,9893
1109,8328	84,5972
1110,7970	84,1996
1111,7612	83,7933
1112,7255	83,3758
1113,6897	82,9448
1114,6539	82,496
1115,6182	82,0245
1116,5824	81,5277
1117,5466	81,0084
1118,5109	80,4753
1119,4751	79,9397
1120,4393	79,4101
1121,4036	78,8886
1122,3678	78,3695
1123,3320	77,8419
1124,2963	77,2933
1125,2605	76,7126
1126,2247	76,0921
1127,1890	75,428
1128,1532	74,721
1129,1174	73,9775
1130,0817	73,2105
1131,0459	72,4396
1132,0101	71,6894
1132,9744	70,9869
1133,9386	70,3591
1134,9028	69,8311
1135,8671	69,4259
1136,8313	69,1641
1137,7955	69,0639
1138,7598	69,1399
1139,7240	69,4011
1140,6882	69,8481
1141,6525	70,4715
1142,6167	71,2527
1143,5809	72,167
1144,5452	73,1878
1145,5094	74,288
1146,4736	75,4393
1147,4379	76,6092
1148,4021	77,7583
1149,3663	78,8422
1150,3306	79,8166
1151,2948	80,6446
1152,2590	81,3035
1153,2233	81,786
1154,1875	82,0981
1155,1517	82,252
1156,1160	82,2602
1157,0802	82,1312
1158,0444	81,8696
1159,0087	81,4787
1159,9729	80,9638
1160,9371	80,3348
1161,9014	79,6073
1162,8656	78,8017
1163,8298	77,9429
1164,7941	77,0608
1165,7583	76,1918
1166,7225	75,3791
1167,6868	74,6717
1168,6510	74,1189
1169,6152	73,7633
1170,5795	73,6326
1171,5437	73,7338
1172,5079	74,0515
1173,4722	74,5508
1174,4364	75,1853
1175,4006	75,9082
1176,3649	76,6824
1177,3291	77,4862
1178,2933	78,3118
1179,2576	79,1587
1180,2218	80,0263
1181,1860	80,9071
1182,1503	81,7853
1183,1145	82,638
1184,0787	83,4382
1185,0430	84,1579
1186,0072	84,7697
1186,9714	85,2493
1187,9357	85,5772
1188,8999	85,7413
1189,8641	85,7389
1190,8284	85,5794
1191,7926	85,2861
1192,7568	84,8971
1193,7211	84,4637
1194,6853	84,0446
1195,6495	83,6981
1196,6138	83,4724
1197,5780	83,3946
1198,5422	83,4623
1199,5065	83,6327
1200,4707	83,8582
1201,4349	84,0607
1202,3992	84,1872
1203,3634	84,2228
1204,3276	84,1963
1205,2919	84,1639
1206,2561	84,1769
1207,2203	84,249
1208,1846	84,3417
1209,1488	84,3762
1210,1130	84,2677
1211,0773	83,9672
1212,0415	83,4908
1213,0057	82,923
1213,9700	82,3917
1214,9342	82,0281
1215,8984	81,9283
1216,8627	82,1307
1217,8269	82,6132
1218,7911	83,3059
1219,7554	84,1149
1220,7196	84,9466
1221,6838	85,7247
1222,6481	86,397
1223,6123	86,933
1224,5765	87,3186
1225,5408	87,5519
1226,5050	87,6414
1227,4692	87,6036
1228,4335	87,4597
1229,3977	87,2315
1230,3619	86,939
1231,3262	86,5997
1232,2904	86,2301
1233,2546	85,848
1234,2189	85,4729
1235,1831	85,1251
1236,1473	84,8236
1237,1116	84,585
1238,0758	84,4229
1239,0400	84,3499
1240,0043	84,3788
1240,9685	84,5226
1241,9327	84,7924
1242,8970	85,1944
1243,8612	85,7281
1244,8254	86,3865
1245,7897	87,1574
1246,7539	88,0246
1247,7181	88,9668
1248,6824	89,9574
1249,6466	90,9655
1250,6108	91,9593
1251,5751	92,9099
1252,5393	93,7945
1253,5035	94,5975
1254,4678	95,311
1255,4320	95,9347
1256,3962	96,4751
1257,3605	96,9436
1258,3247	97,351
1259,2889	97,7037
1260,2532	98,0011
1261,2174	98,2394
1262,1816	98,4182
1263,1459	98,5453
1264,1101	98,6368
1265,0743	98,7104
1266,0386	98,7779
1267,0028	98,8397
1267,9670	98,8866
1268,9313	98,9055
1269,8955	98,8872
1270,8597	98,8302
1271,8240	98,7398
1272,7882	98,6227
1273,7524	98,4829
1274,7167	98,3201
1275,6809	98,1309
1276,6451	97,9114
1277,6094	97,6587
1278,5736	97,3723
1279,5378	97,0551
1280,5021	96,7138
1281,4663	96,3576
1282,4305	95,994
1283,3948	95,6229
1284,3590	95,2328
1285,3232	94,803
1286,2875	94,3135
1287,2517	93,7606
1288,2159	93,1708
1289,1802	92,6018
1290,1444	92,1286
1291,1086	91,8191
1292,0729	91,7126
1293,0371	91,8087
1294,0013	92,0686
1294,9656	92,425
1295,9298	92,7996
1296,8940	93,1219
1297,8583	93,3439
1298,8225	93,4437
1299,7867	93,4213
1300,7510	93,29
1301,7152	93,071
1302,6794	92,7914
1303,6437	92,4855
1304,6079	92,1942
1305,5721	91,9617
1306,5364	91,8253
1307,5006	91,8058
1308,4648	91,9006
1309,4291	92,0843
1310,3933	92,3153
1311,3575	92,5437
1312,3218	92,7206
1313,2860	92,8081
1314,2502	92,7882
1315,2145	92,6651
1316,1787	92,4625
1317,1429	92,2205
1318,1072	91,9898
1319,0714	91,8224
1320,0356	91,7554
1320,9999	91,7973
1321,9641	91,9281
1322,9283	92,1108
1323,8926	92,3037
1324,8568	92,4688
1325,8210	92,5755
1326,7853	92,6026
1327,7495	92,5381
1328,7137	92,3785
1329,6780	92,1285
1330,6422	91,8024
1331,6064	91,4255
1332,5707	91,0303
1333,5349	90,6481
1334,4991	90,3006
1335,4634	89,9974
1336,4276	89,7432
1337,3918	89,5478
1338,3561	89,43
1339,3203	89,4075
1340,2845	89,4757
1341,2488	89,6022
1342,2130	89,7449
1343,1772	89,8701
1344,1415	89,9556
1345,1057	89,9863
1346,0699	89,9499
1347,0342	89,8385
1347,9984	89,6509
1348,9626	89,3948
1349,9269	89,0833
1350,8911	88,7312
1351,8553	88,3519
1352,8196	87,9628
1353,7838	87,5917
1354,7480	87,278
1355,7123	87,0608
1356,6765	86,9611
1357,6407	86,9773
1358,6050	87,0992
1359,5692	87,3275
1360,5334	87,6797
1361,4977	88,1693
1362,4619	88,7695
1363,4261	89,4074
1364,3904	90,014
1365,3546	90,5668
1366,3188	91,0803
1367,2831	91,5721
1368,2473	92,0412
1369,2115	92,4682
1370,1758	92,8303
1371,1400	93,1152
1372,1042	93,3227
1373,0685	93,4564
1374,0327	93,5178
1374,9969	93,5072
1375,9612	93,4239
1376,9254	93,2565
1377,8896	92,9763
1378,8539	92,5456
1379,8181	91,9443
1380,7823	91,1952
1381,7466	90,3615
1382,7108	89,5102
1383,6750	88,6784
1384,6393	87,8769
1385,6035	87,1314
1386,5677	86,5234
1387,5320	86,1653
1388,4962	86,1068
1389,4604	86,2931
1390,4247	86,6279
1391,3889	87,0416
1392,3531	87,5061
1393,3174	88,0211
1394,2816	88,5998
1395,2458	89,262
1396,2101	90,0251
1397,1743	90,8822
1398,1385	91,7811
1399,1028	92,6336
1400,0670	93,3543
1401,0313	93,8944
1401,9955	94,2438
1402,9597	94,4119
1403,9240	94,4103
1404,8882	94,2534
1405,8524	93,9678
1406,8167	93,5898
1407,7809	93,1454
1408,7451	92,6372
1409,7094	92,0574
1410,6736	91,418
1411,6378	90,7694
1412,6021	90,182
1413,5663	89,7023
1414,5305	89,3275
1415,4948	89,017
1416,4590	88,7206
1417,4232	88,4114
1418,3875	88,1134
1419,3517	87,8817
1420,3159	87,7375
1421,2802	87,6504
1422,2444	87,5824
1423,2086	87,5182
1424,1729	87,4649
1425,1371	87,4408
1426,1013	87,468
1427,0656	87,5754
1428,0298	87,8016
1428,9940	88,1819
1429,9583	88,7146
1430,9225	89,344
1431,8867	89,9955
1432,8510	90,6321
1433,8152	91,2737
1434,7794	91,9713
1435,7437	92,7462
1436,7079	93,5299
1437,6721	94,1982
1438,6364	94,6964
1439,6006	95,069
1440,5648	95,3859
1441,5291	95,6905
1442,4933	95,9958
1443,4575	96,2983
1444,4218	96,595
1445,3860	96,8909
1446,3502	97,1966
1447,3145	97,5161
1448,2787	97,8377
1449,2429	98,1399
1450,2072	98,4076
1451,1714	98,6387
1452,1356	98,8382
1453,0999	99,0101
1454,0641	99,1553
1455,0283	99,2776
1455,9926	99,3965
1456,9568	99,5474
1457,9210	99,7295
1458,8853	99,892
1459,8495	100,009
1460,8137	100,088
1461,7780	100,145
1462,7422	100,192
1463,7064	100,234
1464,6707	100,273
1465,6349	100,307
1466,5991	100,331
1467,5634	100,343
1468,5276	100,344
1469,4918	100,334
1470,4561	100,312
1471,4203	100,276
1472,3845	100,233
1473,3488	100,199
1474,3130	100,186
1475,2772	100,185
1476,2415	100,186
1477,2057	100,185
1478,1699	100,184
1479,1342	100,185
1480,0984	100,188
1481,0626	100,194
1482,0269	100,199
1482,9911	100,201
1483,9553	100,197
1484,9196	100,184
1485,8838	100,161
1486,8480	100,126
1487,8123	100,083
1488,7765	100,045
1489,7407	100,029
1490,7050	100,034
1491,6692	100,048
1492,6334	100,059
1493,5977	100,066
1494,5619	100,066
1495,5261	100,058
1496,4904	100,042
1497,4546	100,021
1498,4188	100,003
1499,3831	99,9916
1500,3473	99,9885
1501,3115	99,9939
1502,2758	100,009
1503,2400	100,031
1504,2042	100,054
1505,1685	100,057
1506,1327	100,002
1507,0969	99,8767
1508,0612	99,7516
1509,0254	99,6863
1509,9896	99,6653
1510,9539	99,6657
1511,9181	99,6786
1512,8823	99,6999
1513,8466	99,7237
1514,8108	99,7397
1515,7750	99,735
1516,7393	99,6995
1517,7035	99,6317
1518,6677	99,5397
1519,6320	99,4398
1520,5962	99,3548
1521,5604	99,3043
1522,5247	99,2888
1523,4889	99,2868
1524,4531	99,2723
1525,4174	99,2327
1526,3816	99,174
1527,3458	99,113
1528,3101	99,063
1529,2743	99,0259
1530,2385	98,9923
1531,2028	98,9483
1532,1670	98,8867
1533,1312	98,819
1534,0955	98,7729
1535,0597	98,7674
1536,0239	98,7996
1536,9882	98,8526
1537,9524	98,9004
1538,9166	98,9014
1539,8809	98,8033
1540,8451	98,6135
1541,8093	98,4534
1542,7736	98,3911
1543,7378	98,3864
1544,7020	98,3979
1545,6663	98,4093
1546,6305	98,4161
1547,5947	98,4166
1548,5590	98,4092
1549,5232	98,3923
1550,4874	98,3658
1551,4517	98,3346
1552,4159	98,3081
1553,3801	98,2965
1554,3444	98,3037
1555,3086	98,3204
1556,2728	98,3127
1557,2371	98,215
1558,2013	97,9886
1559,1655	97,7504
1560,1298	97,6299
1561,0940	97,5983
1562,0582	97,5983
1563,0225	97,6064
1563,9867	97,6169
1564,9509	97,6279
1565,9152	97,6345
1566,8794	97,6265
1567,8436	97,5911
1568,8079	97,5257
1569,7721	97,4483
1570,7363	97,3853
1571,7006	97,3499
1572,6648	97,3363
1573,6290	97,3261
1574,5933	97,2935
1575,5575	97,2199
1576,5217	97,1182
1577,4860	97,0285
1578,4502	96,9719
1579,4144	96,9393
1580,3787	96,9138
1581,3429	96,8831
1582,3071	96,8422
1583,2714	96,7927
1584,2356	96,7401
1585,1998	96,6883
1586,1641	96,6369
1587,1283	96,5828
1588,0925	96,525
1589,0568	96,4665
1590,0210	96,4121
1590,9852	96,364
1591,9495	96,3193
1592,9137	96,2714
1593,8779	96,2156
1594,8422	96,153
1595,8064	96,09
1596,7706	96,0336
1597,7349	95,9863
1598,6991	95,9445
1599,6633	95,9013
1600,6276	95,85
1601,5918	95,7885
1602,5560	95,7204
1603,5203	95,6531
1604,4845	95,5919
1605,4487	95,535
1606,4130	95,4736
1607,3772	95,3959
1608,3414	95,2977
1609,3057	95,19
1610,2699	95,0951
1611,2341	95,0312
1612,1984	94,9996
1613,1626	94,9831
1614,1268	94,9468
1615,0911	94,8491
1616,0553	94,676
1617,0195	94,4771
1617,9838	94,3254
1618,9480	94,2429
1619,9122	94,202
1620,8765	94,1635
1621,8407	94,0965
1622,8049	93,9921
1623,7692	93,8699
1624,7334	93,7595
1625,6976	93,6698
1626,6619	93,5848
1627,6261	93,4885
1628,5903	93,385
1629,5546	93,2975
1630,5188	93,2479
1631,4830	93,2394
1632,4473	93,2488
1633,4115	93,2227
1634,3757	93,0812
1635,3400	92,7737
1636,3042	92,3848
